FundID,FundName,FundFormerName,FundNo,FirstFund,Investor,InvestorWebsite,Vintage,FundStatus,FundSize,NativeFundSize,NativeFundCurrency,FundSizeGroup,FundCategory,FundType,FundAccessPoint,SBICFund,CloseDate,OpenDate,FundTargetSizeLow,FundTargetSizeHigh,FundTargetSize,Domiciles,FundLocation,FundCity,FundState_Province,FundCountry,TimeTakenToCloseFund,FundFamily,TotalFundInvestments,AsOfYear,AsOfQuarter,IRR,DPI,TVPI,RVPI,GainSinceInception,Contributed,CalledDownPercent,DryPowder,DryPowderPercent,Distributed,NAV,DistributedAndNAV,Sources,Quartile,IRRDifferenceFromBenchmark,DPIDifferenceFromBenchmark,TVPIDifferenceFromBenchmark,RVPIDifferenceFromBenchmark,IRRBenchmark,DPIBenchmark,TVPIBenchmark,RVPIBenchmark,RowID,LastUpdated
23432-32F,Silicon Gardens Fund II,,2,,Silicon Gardens,Silicon Gardens (silicongardens.com),2019,Fully Invested,6.49784849,5.85,EUR,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2019,01/11/2019,3.33,,> 3.33,Slovenia,"Ljubljana, Slovenia",Ljubljana,,Slovenia,354 days,Silicon Gardens Fund,25,,,,,,,,,,0.66,10.19230769,,,,,,,,,,20.57,0.05,1.58,1.49,5bcf846d89c4d937c42461a3e7cfcc9a434574c58d0c87afd053bd1eb7290aac,12/09/2024
23583-79F,AV Seed Fund 7,,189,,Alumni Ventures,Alumni Ventures (www.av.vc),2023,Closed,0.11,0.11,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/29/2024,01/01/2024,,,,United States: Delaware,"Manchester, NH",Manchester,New Hampshire,United States,59 days,AVG Seed Fund,24,,,,,,,,,,0.1,92.35,,,,,,,,,,-5.8,0.0,0.94,0.9725,7258b807c1cc6d8f6964e0e176e1c7d78bbf181cca7248010d3ea040f34bdbe3,12/14/2024
23655-88F,Figment Capital Fund II,,6,,Figment Capital,Figment Capital (www.figmentcapital.io),2023,Closed,41.28,41.28,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,04/30/2024,01/31/2023,50,,> 50,United States,"New York, NY",New York,New York,United States,1 year 90 days,Figment Capital Fund,16,,,,,,,,,,38.12,92.35,,,,,,,,,,-5.8,0.0,0.94,0.9725,df37300da9beab182484a5f1fa33208fdf400a7d62152b364b22c4b0eb58497c,12/14/2024
23687-74F,Govtech Brasil Equity Investment Fund Seed Capital,,"2 (Cedro Capital), 10 (KPTL)",,"Cedro Capital, KPTL","Cedro Capital (www.cedrocapital.com), KPTL (www.kptl.com.br)",2021,Open,7.0,7.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,03/29/2021,27,,> 27,Brazil,"Brasilia, Brazil",Brasilia,,Brazil,,,3,,,,,,,,,,2.03,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,19630ebb14a875333936bc4fac6f7c7ec293f862029b5461d383db0199c54d51,12/09/2024
23762-26F,RevTech Labs Capital Fund 1,,2,Yes (RevTech Labs Capital),RevTech Labs Capital,RevTech Labs Capital (www.rtl.capital),2017,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,04/30/2022,,,,,United States,"Charlotte, NC",Charlotte,North Carolina,United States,,RevTechLabs Capital Fund,79,,,,,,,,,,,,,,,,,,,,,,,,,8b9fa3d9d1c981b3d451b6a7a91be0f42f9523b94987a282f3c0c97b2b114a38,12/09/2024
23767-03F,Mouro Capital I,,2,,Mouro Capital,Mouro Capital (www.mourocapital.com),2019,Closed,300.0,300.0,USD,250M - 499M,Venture Capital,Venture - General,Primary Fund,No,12/31/2019,01/15/2019,300,,> 300,United Kingdom,"London, United Kingdom",London,England,United Kingdom,350 days,Mouro Capital,27,,,,,,,,,,56.86,18.95354406,,,,,,,,,,5.53,0.01,1.085,1.015,afb4e082201ef7abd041b5ce59fc910662f2b1205fdc84e88ecaa0733db89e5d,12/12/2024
23785-75F,B2Broker VC,,1,Yes (B2Broker VC),B2Broker VC,,2021,Closed,5.0,5.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,08/26/2021,,,,,United Kingdom,"London, United Kingdom",London,England,United Kingdom,,,1,,,,,,,,,,1.63,32.66998342,,,,,,,,,,2.14,0.0,1.095,1.0575,6119a8af0735a42f2d1768b88b32949bc2457cd3a4c634201704adcf76917973,12/14/2024
23811-40F,Genesis Consortium II,,9,,SOSV,SOSV (www.sosv.com),2023,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,12/31/2023,01/23/2023,,,,United States: Delaware,"Princeton, NJ",Princeton,New Jersey,United States,342 days,Genesis Consortium,21,,,,,,,,,,,,,,,,,,,,,,,,,d21c6d095d59a5a537b59672e416845fe79cf5c0f1e753082e8f0a355014c825,12/09/2024
23850-64F,17 Sigma Capital Partners,,1,Yes (17Sigma),17Sigma,17Sigma (www.17sigma.com),2022,Closed,30.0,30.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2022,10/14/2021,,,,Cayman Islands,"Buenos Aires, Argentina",Buenos Aires,,Argentina,79 days,,2,,,,,,,,,,30.0,100.0,,,,,,,,,,42.49,0.54,2.22,1.68,9809b1c0b715bd93649b461f19aeb2afed69f387681672f3ac98a38c07c45862,12/09/2024
23856-58F,ZFM Fund,,1,Yes (E3 Negócios),E3 Negócios,E3 Negócios (www.e3negocios.com.br),2020,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,12/31/2020,,,,,Brazil,"Curitiba, Brazil",Curitiba,,Brazil,,,1,,,,,,,,,,,,,,,,,,,,,,,,,fe6af03d543667d45353c440589c7a51d2397554ff028dc1a08ae9739f887c12,12/09/2024
23857-03F,GK Ventures Fund,,2,,Good Karma Partners,Good Karma Partners (www.gkpar.com),2022,Closed,82.05509726,400.0,BRL,0 - 99M,Private Equity,Growth/Expansion,Primary Fund,No,06/14/2022,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,,,1,,,,,,,,,,82.06,100.0,,,,,,,,,,14.99,0.0,0.82,0.8185,8b92543f7f3e0ac37a52604f41743efca06ed9968e4fc7eee6dbd6986e354417,12/09/2024
23857-39F,HiPartners Capital & Work Fund,,1,Yes (HiPartners Capital & Work),HiPartners Capital & Work,HiPartners Capital & Work (www.hipartners.com.br),2022,Closed,,,BRL,,Venture Capital,Venture - General,Primary Fund,No,12/31/2021,09/16/2021,17.66,,> 17.66,Brazil,"Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,106 days,,1,,,,,,,,,,,,,,,,,,,,,,,,,73b26edf0e9862e8a1175591232fb42fd363b474682051a4ad76da956144e574,12/09/2024
23857-48F,Honey Island Capital Fund,,"1 (4UM Investimentos), 1 (Honey Island Capital)",Yes (Honey Island Capital),"4UM Investimentos, Honey Island Capital","4UM Investimentos (www.4um.com.br), Honey Island Capital (www.honeyisland.capital)",2022,Closed,,,BRL,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2022,10/29/2021,17.68,,> 17.68,Brazil,"Curitiba, Brazil",Curitiba,,Brazil,64 days,Honey Island,8,,,,,,,,,,,,,,,,,,,,,,,,,65b17cd629e36d1e9ae398f198c3ae6693dab922cd4f03cba109ce0854106a25,12/09/2024
23861-62F,Oria Tech III Fund,,5,,Oria Capital,Oria Capital (www.oriacapital.com.br),2020,Closed,,,BRL,,Private Equity,Growth/Expansion,Primary Fund,No,12/31/2021,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,Oria Capital Tech Fund,9,,,,,,,,,,,,,,,,,,,,,,,,,b68e5e6db23913212ee3f5e800d9385bbe16991d9c904c91994b4621cefb96bc,12/09/2024
23861-98F,Semente Preta,,1,Yes (Nu Holdings),Nu Holdings,Nu Holdings (www.nubank.com.br),2023,Closed,,,BRL,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,09/30/2021,03/24/2021,0.19,,> 0.19,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,190 days,,1,,,,,,,,,,,,,,,,,,,,,,,,,3397f22e3adfee68fa930a6286e89e104a646b75102196d53329989d1a97c64f,12/09/2024
23862-34F,SaaSholic Angel Fund,,1,Yes (SaaSholic),SaaSholic,SaaSholic (www.saasholic.com),2020,Fully Invested,,,BRL,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2019,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,,SaaSholic Angel Fund,6,,,,,,,,,,,,,,,,,,,,,,,,,5a07364e8e64b426db125aa91612756dae7ffabc68a6f00f39f5e86a9e0dae1a,12/09/2024
23862-43F,SaaSholic Angel Fund II,,2,,SaaSholic,SaaSholic (www.saasholic.com),2022,Open,,,BRL,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,,SaaSholic Angel Fund,8,,,,,,,,,,,,,,,,,,,,,,,,,d562c2b63620ae5f29baf368795933d1f2224aee1337a459a8b27035f65eb327,12/09/2024
23907-25F,The Chainsmokers Fund III,,1,,The Chainsmokers,The Chainsmokers (thechainsmokers.com),,Open,81.0,81.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,04/27/2023,,,,United States,"Los Angeles, CA",Los Angeles,California,United States,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3ca933c082006e8a03d089b0fbcdc138b45fc1db234d472b4e2fbbfd4e8b8bc2,12/09/2024
23926-87F,Bitget Web3 Fund,,2,Yes (Bitget),Bitget,Bitget (www.bitget.com),2023,Closed,100.0,100.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,04/10/2023,,,,,South Africa,"Seychelles, South Africa",Seychelles,Victoria,South Africa,,,4,,,,,,,,,,100.0,100.0,,,,,,,,,,-6.82,0.0,0.93,0.93,766d285c1996623e446e49f1f0711e1863470763619dabf39ac26402a6074afa,12/09/2024
23941-72F,Bewater Growth Fund I,,1,Yes (Bewater),Bewater,Bewater (bewater.vc),,Open,57.7,57.7,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,11/10/2022,,,,United States: Delaware,"Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,,Bewater Growth Fund,2,,,,,,,,,,,,,,,,,,,,,,,,,f3aa2fbe08daedd913d3a36e7ecc82d2eb67d0d9ef0d29fe4808c138e24f00f4,12/09/2024
23956-39F,LH Tech Ventures Fund,,1,Yes (Lighthouse Invest),Lighthouse Invest,Lighthouse Invest (www.lhinvest.com.br),,Open,,,BRL,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,05/10/2023,20,,> 20,Brazil,"Bahia, Brazil",Bahia,,Brazil,,,3,,,,,,,,,,,,,,,,,,,,,,,,,83539a8fde249ada69976bd64eb8d6309cb0a3a056bc8da018c8b87dd4e35a4f,12/09/2024
23992-12F,Factor Venture Capital Fund I,,1,Yes (Factor Capital),Factor Capital,Factor Capital (www.factorcapital.com),2023,Open,10.0,10.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,04/14/2023,35,,> 35,"Cayman Islands, United States: Delaware","Charlottesville, VA",Charlottesville,Virginia,United States,,Factor Venture Capital Fund,8,,,,,,,,,,9.24,92.35,,,,,,,,,,-5.8,0.0,0.94,0.9725,3bd3d7739e56539b1248542319e725382b946cdff4224c92d2ec9c43f9dad74f,12/14/2024
24026-50F,Homebrew Ventures IV,,8,,Homebrew,Homebrew (www.homebrew.co),2023,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/09/2024,,,,,United States: Delaware,"Burlingame, CA",Burlingame,California,United States,,Homebrew Ventures,1,,,,,,,,,,,,,,,,,,,,,,,,,ae646bcc0f827bb6182c67bc2b2fdd3e73327dde46fd57675650715b406e260d,12/09/2024
24028-12F,Funses I FIP Multistrategy,,7,,TM3 Capital,TM3 Capital (www.tm3.capital),2023,Open,52.65297268,250.0,BRL,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,05/01/2022,,,,Brazil,"Curitiba, Brazil",Curitiba,Paraná,Brazil,,Funses FIP Multiestrategy Fund,14,,,,,,,,,,52.65,100.0,,,,,,,,,,-6.82,0.0,0.93,0.93,f7c8a7476e51ad5870263614eaa0ed83d0f51c06dbd13477da1e8b944af0d7cd,12/09/2024
24030-46F,Savia Ventures Fund I,,1,Yes (Savia Ventures),Savia Ventures,Savia Ventures (www.saviaventures.com),2023,Open,10.0,10.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,04/10/2023,10,,> 10,United States: Delaware,"Mexico City, Mexico",Mexico City,,Mexico,,Savia Ventures Fund,5,,,,,,,,,,9.24,92.35,,,,,,,,,,-5.8,0.0,0.94,0.9725,474e2ca2be2dab9ea36a41475277e66934ab908549e21ecc565997c6b7938cec,12/14/2024
24065-20F,Polymath Ventures Seed Fund,,3,,Polymath Ventures,Polymath Ventures (www.polymathv.com),2024,Upcoming,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,25,,> 25,Colombia,"Bogota, Colombia",Bogota,Cundinamarca,Colombia,,,1,,,,,,,,,,,,,,,,,,,,,,,,,429b10421f1383d053cf4902aa30dc452cb68374f0bd1ebb30256a1d5e34ac22,12/09/2024
24069-34F,Gutter Capital Fund 0,,3,,Gutter Capital,Gutter Capital (gutter.cc),,Open,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,United States,"New York, NY",New York,New York,United States,,Gutter Capital Fund,7,,,,,,,,,,,,,,,,,,,,,,,,,4df5d3b483421f203692c4442d879579d16e1844799ece31af97c45e4dd70d37,12/09/2024
24092-11F,FIP Futurum I,,1,Yes (Futurum Capital),Futurum Capital,Futurum Capital (www.futurum.capital),2022,Closed,19.06020483,100.0,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2022,01/01/2022,19.06,,> 19.06,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,364 days,FIP Futurum,2,2022,4Q,42.49,,,,,,,19.06,100.0,,,,Futurum,2 (Upper-Mid),0.0,,,,42.49,0.54,2.22,1.68,842e88c4208c9671c1923f07146472c3a83825067b9fdc6df2fe47eaed434e42,12/09/2024
24093-73F,Exploradores fund,,3,,Südlich Capital,Südlich Capital (www.sudlich.cl),,Open,,,CLP,,Venture Capital,Venture - General,Primary Fund,No,,,,,,Chile,"Puerto Varas, Chile",Puerto Varas,,Chile,,,4,,,,,,,,,,,,,,,,,,,,,,,,,7eefa1d298e7579cc8b833f5ebf9a1b80159a6884d5cd705c5e3e14db1b61337,12/09/2024
24104-89F,Bicycle I,,1,Yes (Bicycle Capital),Bicycle Capital,Bicycle Capital (bicycle.capital),2023,Open,462.85,462.85,USD,250M - 499M,Private Equity,Growth/Expansion,Primary Fund,No,,06/14/2023,500,,> 500,United States: Delaware,"Miami, FL",Miami,Florida,United States,,Bicycle,2,,,,,,,,,,412.27,89.07252125,,,,,,,,,,9.27,0.0,1.0,0.995,1f908c596479f17ca144114c167d1efcbcfd9461debce546b6568c3a7b46c0a1,12/14/2024
24108-85F,Argonautic Special Situations Fund I,,3,,Argonautic Ventures,Argonautic Ventures (www.argonauticventures.com),,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,United States,"Seattle, WA",Seattle,Washington,United States,,Argonautic Special Situations Fund,29,,,,,,,,,,,,,,,,,,,,,,,,,645b787f578c5eff741847d32659d548cdfcbb4f00610348a1b7b5b9186a5c68,12/09/2024
24126-13F,Boost Capital Partners Fund I,,1,Yes (Boost Capital Partners),Boost Capital Partners,Boost Capital Partners (www.boostcp.vc),2023,Open,30.0,30.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,06/20/2023,40,,> 40,United States: Delaware,"London, United Kingdom",London,England,United Kingdom,,Boost Capital Partners Fund,7,,,,,,,,,,30.0,100.0,,,,,,,,,,28.65,0.0,1.1,0.975,c1f23bbb02c6263711c6581a561a94cb62b1c00dc6125355892c9d16c6b6985b,12/09/2024
24128-11F,AltaVentures Fund,,3,,Oikos Venture Capital,Oikos Venture Capital (oikos.vc),2013,Open,75.0,75.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,,,,,Uruguay,"Montevideo, Uruguay",Montevideo,,Uruguay,,,5,2022,4Q,15.88,0.18,1.0,0.82,0.0,2.93,3.91,72.07,96.09333333,0.53,2.4,2.93,Okios,2 (Upper-Mid),0.0,-0.53,-1.13,-1.2,15.88,0.71,2.13,2.02,73c8aea2206b1a39001ef3181d560d612cb0ddcb507c827141b10aa2d3c6557e,12/09/2024
24128-38F,AxiaVentures Fund,,2,,Oikos Venture Capital,Oikos Venture Capital (oikos.vc),2008,Closed,1.4,1.4,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2008,,,,,Uruguay,"Montevideo, Uruguay",Montevideo,,Uruguay,,,2,,,,,,,,,,0.01,1.0,,,,,,,,,,19.3,1.18,2.18,0.0,4669eb2c1b17eae99712b53c807ffc353d3e2c53790865c489dd878f41744550,12/09/2024
24197-95F,Istari Ventures Fund I,,1,Yes (Istari Ventures),Istari Ventures,Istari Ventures (www.istari.ventures),,Open,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,06/29/2023,30,,> 30,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,,Istari Ventures Fund,19,,,,,,,,,,,,,,,,,,,,,,,,,c2de6ebabd0fb542590d70c536e3d333c16d08ff6142d0a2b6c6e9cd465432a9,12/09/2024
24199-57F,Odette Fund I,,4,,Upload Ventures (Sao Paulo),Upload Ventures (Sao Paulo) (www.upload.ventures),2023,Open,106.525,106.525,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,,03/31/2022,150,,> 150,United States: Delaware,"Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,,Odette Fund,2,,,,,,,,,,106.53,100.0,,,,,,,,,,-6.82,0.0,0.93,0.93,ffacc7a8cdc8aee1be47bc7dbc9a7556d601b041ea0e1f4209ca4de83ab693f8,12/09/2024
24212-71F,Criatec Fund IV,,"9 (Crescera Capital), 3 (Triaxis Capital)",,"Crescera Capital, Triaxis Capital","Crescera Capital (www.crescera.com), Triaxis Capital (www.triaxiscapital.com)",,Open,32.11716341,190.0,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,59.16,,> 59.16,Brazil,"Sao Paulo, Brazil",Sao Paulo,SP,Brazil,,,1,,,,,,,,,,,,,,,,,,,,,,,,,20d66ebb3674717b7eacad3fb52fdcc0edd1885dd9faf03a91de8b0733ef16ce,12/15/2024
24245-11F,Credibly Neutral Fund I,,1,Yes (Credibly Neutral),Credibly Neutral,Credibly Neutral (www.crediblyneutral.com),2023,Closed,5.5,5.5,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,05/03/2023,08/03/2022,5,,> 5,United States: Delaware,"Brooklyn, NY",Brooklyn,New York,United States,273 days,Credibly Neutral Fund,5,,,,,,,,,,5.08,92.35,,,,,,,,,,-5.8,0.0,0.94,0.9725,c4514c5b978e797a09ed91bb5d9fa1bed44002ff52462f5fa467de0548e8a36b,12/14/2024
24265-81F,Invariantes I,,1,Yes (Invariantes Fund),Invariantes Fund,Invariantes Fund (www.invariantes.com),2017,Closed,3.5,3.5,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,05/08/2018,,,,,Guatemala,"Guatemala City, Guatemala",Guatemala City,Guatemala,Guatemala,,Invariantes fund,5,,,,,,,,,,0.0,0.0,,,,,,,,,,24.0,0.64,1.915,1.575,134fc0acd240964acfa63a2a5c8a83394a8d9789635a9d7cc595e30ab28ecb36,12/15/2024
24277-96F,Temerity Impact Fund,,2,,Temerity Capital Partners,Temerity Capital Partners (www.temeritycap.com),,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,United States,"Washington, DC",Washington,District of Columbia,United States,,,11,,,,,,,,,,,,,,,,,,,,,,,,,6e381b8f90c620584e4c2ab91a1c0e92a8a85d39d0906fb4663c0025c4c79aa7,12/09/2024
24278-14F,Temerity Fintech,,1,Yes (Temerity Capital Partners),Temerity Capital Partners,Temerity Capital Partners (www.temeritycap.com),,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,United States,"Washington, DC",Washington,District of Columbia,United States,,,13,,,,,,,,,,,,,,,,,,,,,,,,,8afa2a3dce75331242c1d0e4e74437f6773239a8c928133b30aa6a61cf0f29b6,12/09/2024
24289-48F,Flybridge Capital Partners VI,,6,,Flybridge Capital Partners,Flybridge Capital Partners (www.flybridge.com),2022,Closed,110.0,110.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,05/04/2022,,,,,United States,"New York, NY",New York,New York,United States,,Flybridge Capital Partners,35,,,,,,,,,,73.79,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,cd8e6850403141cf7da8df99a153deab0124eab4af88edce1c3a465b8534ef0c,12/14/2024
24340-60F,Capital Factory Partners 2018,,7,,Capital Factory,Capital Factory (www.capitalfactory.com),2018,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2018,,,,,United States,"Austin, TX",Austin,Texas,United States,,Capital Factory Partners,116,,,,,,,,,,,,,,,,,,,,,,,,,7eb939c60290dd9da4bf5238c37de49ae81c25659ce00f528160943549fbc377,12/09/2024
24345-28F,MVP Vintage 2021,,1,,MVP Ventures,MVP Ventures (www.mvp-vc.com),2021,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,12/31/2021,,,,,United States,"Menlo Park, CA",Menlo Park,California,United States,,MVP Vintage,24,,,,,,,,,,,,,,,,,,,,,,,,,b6cdec7c7c04e68fb5db8cb4c949182e4b8813f22e79d4d502313578e5f6cbd8,12/09/2024
24349-87F,Daedalus Fund I,,1,Yes (Tantauco Ventures),Tantauco Ventures,Tantauco Ventures (www.tantauco.vc),2022,Closed,24.2,24.2,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,07/31/2023,07/12/2022,25,,> 25,United States: Delaware,"Santiago, Chile",Santiago,Santiago Metropolitan Region,Chile,1 year 19 days,Daedalus Ventures,14,,,,,,,,,,24.2,100.0,,,,,,,,,,42.49,0.54,2.22,1.68,ccde188b27e34368c52c803a6e336a142e66e5244859ad230aa7fb0bd0f7b1fb,12/09/2024
24363-73F,StoryHouse Fund 1,,1,Yes (StoryHouse Ventures),StoryHouse Ventures,StoryHouse Ventures (www.storyhousevc.com),2023,Open,12.0,12.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,United States,"Los Angeles, CA",Los Angeles,California,United States,,StoryHouse Fund,34,,,,,,,,,,11.08,92.35,,,,,,,,,,-5.8,0.0,0.94,0.9725,a6ba0c2daf6e48d2cc516d0a8895704cf695fe678ec113e044cb9b025a7ab797,12/14/2024
24394-42F,IKJ Health Innovation I,,1,Yes (IKJ Capital),IKJ Capital,IKJ Capital (www.ikj.capital),2023,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,08/02/2023,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,IKJ Health Innovation,25,,,,,,,,,,,,,,,,,,,,,,,,,ae00d0a994eb89782442def8d9ff2f3bbb3faf6f2982cb3fb24452b616a5d677,12/09/2024
24445-81F,CREAS Ecuador Impact Investment Fund,,1,Yes (CREAS ECUADOR),CREAS ECUADOR,CREAS ECUADOR (www.creasecuador.com),2019,Open,,,USD,,Venture Capital,Venture - General,Primary Fund,No,,01/01/2019,2,,> 2,Ecuador,"Quito, Ecuador",Quito,Pichincha,Ecuador,,,8,,,,,,,,,,,,,,,,,,,,,,,,,732947cf9f5eab74691f8df1757b723ef115dac1580500ce7e318506abb00d5d,12/09/2024
24455-17F,RA Capital Planetary Health Fund,,5,,RA Capital Management,RA Capital Management (www.racap.com),2024,Open,53.3,53.3,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,09/11/2023,,,,"Cayman Islands, United States: Delaware","Boston, MA",Boston,Massachusetts,United States,,,1,,,,,,,,,,51.02,95.72,,,,,,,,,,-19.65,0.0,0.99,1.052,e671d19c520452f0fb897eb551c32125a6c7982164e21e37ca7fb4a8be150b8f,12/13/2024
24478-75F,InvestX Growth Equity Fund II,,1,,InvestX,InvestX (www.investx.com),2020,Fully Invested,56.5,56.5,USD,0 - 99M,Venture Capital,Venture Capital - Later Stage,Primary Fund,No,01/31/2021,03/01/2020,50,,> 50,Canada,"Vancouver, Canada",Vancouver,British Columbia,Canada,336 days,Investx Growth Equity,21,2023,2Q,-5.6,0.0,0.92,0.92,-4.7,56.5,100.00,11.87,21.01397,0.00,51.8,51.8,InvestX,4 (Bottom),-20.3,0.0,-0.37,-0.31,14.7,0.0,1.29,1.23,6843125b9d9ac7ce552baaeb6bf0c008261c76a5eef65ccd9a8465314555d771,12/12/2024
24485-32F,FIP Seed I,,1,,A.B.Seed Ventures,A.B.Seed Ventures (abseed.com.br),2016,Closed,9.71685096,40.0,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2019,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,,FIP Seed,20,,,,,,,,,,0.21,2.18543046,,,,,,,,,,29.1,0.736,2.79,1.437,ae6ea3e15efb0ec45980b013c29aac122b8deac78dc1ff754d004480f92c795e,12/09/2024
24485-41F,FIP Seed II,,3,,A.B.Seed Ventures,A.B.Seed Ventures (abseed.com.br),2021,Closed,18.54627797,105.0,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2021,10/07/2021,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,Sao Paulo,Brazil,85 days,FIP Seed,8,,,,,,,,,,5.38,29.0,,,,,,,,,,15.64,0.0,1.015,1.015,bff636e00c55607ec349e716cb1fa647ca0065f879054d7361a180af687d68e8,12/09/2024
24508-18F,GSVC 1,,2,,Goldstreet Venture Capital,Goldstreet Venture Capital (www.goldstreet.com.br),2018,Open,1.0,1.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,12/20/2018,10,,> 10,Brazil,"Sao Paulo, Brazil",Sao Paulo,São Paulo,Brazil,,GSVC,3,,,,,,,,,,0.12,11.63355789,,,,,,,,,,31.715,0.03,3.53,2.73,584e3e4c12dacae4e21db971875f91d3e1b9076958c7928e263a5e6371419158,12/09/2024
24539-14F,Agsol 2 FIP,,3,,Unbox Capital,Unbox Capital (unboxcapital.com),2022,Closed,20.0,20.0,USD,0 - 99M,Private Equity,Growth/Expansion,Primary Fund,No,12/31/2022,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,,1,,,,,,,,,,20.0,100.0,,,,,,,,,,14.99,0.0,0.82,0.8185,fed0440c3bac84b0871950e299d9b099be77ffc8ba7f47eab384a968cf652867,12/09/2024
24608-35F,Finvest CarbonCap Fund,,1,Yes (Aurea Finvest Climate),Aurea Finvest Climate,Aurea Finvest Climate (www.aureafinvestclimate.com.br),,Open,,,BRL,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,10/25/2023,7.89,,> 7.89,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,,6,,,,,,,,,,,,,,,,,,,,,,,,,935671b2ffc8afce4f47219aa0951d1f569acdd3b10b02b5655f4b7a53daf9d4,12/09/2024
